Site,ACD_LOCATION,IDM_EIR_site,COUNTRY,INC,INC_LAR,INC_UAR,INTERVENTION,EIR,EIR_FOR_SIM,EIR_FOR_SIM_V2,EIR_FOR_SIM_V3,SEASON_FOR_SIM,SIM_RUN_PRIORITY,START_YEAR,PI_ID,INC_AUTHOR,INC_PUBYEAR,GRIFFIN,CAMERON,LAT,LONG,START_MONTH,END_MONTH,END_YEAR,TIME,TIME_CAT,FREQ_ACD,FREQ_ACD_NUM,PCD,POP,d,PYO,PYO_APPR,DIAGNOSTIC,CLINICAL_DEF,CASE_DENS_THRESH,PR_AUTHOR,PR_PUBYEAR,PR_MONTH,PR_YEAR,N_SURVEYS,PR_LAR,PR_UAR,AGE_MATCH,N,N_POS,N_POS_ADJ,PR,PR_DIAGNOSTIC,PapPR_Stand,PR_Stand,PMID,PR_PMID
NA,Pahou (18 villages on Atlantic coast),,Benin,174.75,0,3,None,NA,,,,midSeason,4,1989,10275_01,Velema,1991,No,Yes,6.3836,2.2168,4,12,1989,0.75,6-11 mo,Monthly,30,No,1500,188,1075.8333,0,Microscopy,Fever (>37.9 rectal T) + parasitemia >100/uL,100,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.351939663,1755041,
NA,Pahou (18 villages on Atlantic coast),,Benin,181.44,0.5,1,None,NA,,,,midSeason,4,1989,10275_03,Velema,1991,No,Yes,6.3836,2.2168,4,12,1989,0.75,6-11 mo,Monthly,30,No,NA,36,198.4167,0,Microscopy,Fever (>37.9 rectal T) + parasitemia >100/uL,100,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.345469667,1755041,
NA,Pahou (18 villages on Atlantic coast),,Benin,193.1,1,2,None,NA,,,,midSeason,4,1989,10275_04,Velema,1991,No,Yes,6.3836,2.2168,4,12,1989,0.75,6-11 mo,Monthly,30,No,NA,62,321.0833,0,Microscopy,Fever (>37.9 rectal T) + parasitemia >100/uL,100,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.38580322,1755041,
NA,Pahou (18 villages on Atlantic coast),,Benin,188.98,2,3,None,NA,,,,midSeason,4,1989,10275_05,Velema,1991,No,Yes,6.3836,2.2168,4,12,1989,0.75,6-11 mo,Monthly,30,No,NA,66,349.25,0,Microscopy,Fever (>37.9 rectal T) + parasitemia >100/uL,100,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.408754927,1755041,
NA,Balonghin ,Dapelogo,Burkina Faso,7334.53,0.5,3.5,None,NA,,,,highSeason,4,2003,3945_02,Nebie,2008,No,Yes,12.05,-1.4972,7,10,2003,0.33,<6 mo,Daily,1,No,56,82,11.18,0,Microscopy,"Children with fever, defined as a mean axillary temperature of >=37.5 C or a history of fever in the last 48 h + positive blood film",1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.556692121,18070896,
NA,Balonghin ,Dapelogo,Burkina Faso,3367,3.6,6,None,NA,,,,highSeason,4,2003,3945_03,Nebie,2008,No,Yes,12.05,-1.4972,7,10,2003,0.33,<6 mo,Daily,1,No,49,40,11.88,0,Microscopy,"Children with fever, defined as a mean axillary temperature of >=37.5 C or a history of fever in the last 48 h + positive blood film",1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.592076782,18070896,
NA,Balonghin ,Dapelogo,Burkina Faso,2708.98,6,8,None,NA,,,,highSeason,4,2003,3945_04,Nebie,2008,No,Yes,12.05,-1.4972,7,10,2003,0.33,<6 mo,Daily,1,No,51,35,12.92,0,Microscopy,"Children with fever, defined as a mean axillary temperature of >=37.5 C or a history of fever in the last 48 h + positive blood film",1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.592283011,18070896,
NA,Balonghin ,Dapelogo,Burkina Faso,587.29,8,11,None,NA,,,,highSeason,4,2003,3945_05,Nebie,2008,No,Yes,12.05,-1.4972,7,10,2003,0.33,<6 mo,Daily,1,No,65,11,18.73,0,Microscopy,"Children with fever, defined as a mean axillary temperature of >=37.5 C or a history of fever in the last 48 h + positive blood film",1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.585448033,18070896,
NA,Balonghin ,Dapelogo,Burkina Faso,369.98,11,15,None,NA,,,,highSeason,4,2003,3945_06,Nebie,2008,No,Yes,12.05,-1.4972,7,10,2003,0.33,<6 mo,Daily,1,No,65,7,18.92,0,Microscopy,"Children with fever, defined as a mean axillary temperature of >=37.5 C or a history of fever in the last 48 h + positive blood film",1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.535829123,18070896,
NA,"Dawelgue, Tanghin, Kounda, and Watenga ",Dapelogo,Burkina Faso,2605.14,0,1,None,NA,,,,highSeason,4,2007,809_02,Bougouma,2012,No,Yes,12.0528,-1.6036,1,2,2008,1,12 mo,Every 3rd day,3,Yes,69,148,56.8108,0,Microscopy,Axillary T >=37.5 C or history of fever in the past 24 hours and P. falciparum trophozoite count >2500 parasites/uL,2500,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.355027763,22559271,
NA,"Dawelgue, Tanghin, Kounda, and Watenga ",Dapelogo,Burkina Faso,2171.08,1,2,None,NA,,,,highSeason,4,2007,809_03,Bougouma,2012,No,Yes,12.0528,-1.6036,1,2,2008,1,12 mo,Every 3rd day,3,Yes,91,172,79.2232,0,Microscopy,Axillary T >=37.5 C or history of fever in the past 24 hours and P. falciparum trophozoite count >2500 parasites/uL,2500,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.557055429,22559271,
NA,"Dawelgue, Tanghin, Kounda, and Watenga ",Dapelogo,Burkina Faso,2179.15,2,3,None,NA,,,,highSeason,4,2007,809_04,Bougouma,2012,No,Yes,12.0528,-1.6036,1,2,2008,1,12 mo,Every 3rd day,3,Yes,94,173,79.3889,0,Microscopy,Axillary T >=37.5 C or history of fever in the past 24 hours and P. falciparum trophozoite count >2500 parasites/uL,2500,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.590195052,22559271,
NA,"Dawelgue, Tanghin, Kounda, and Watenga ",Dapelogo,Burkina Faso,1550.8,3,4,None,NA,,,,highSeason,4,2007,809_05,Bougouma,2012,No,Yes,12.0528,-1.6036,1,2,2008,1,12 mo,Every 3rd day,3,Yes,100,136,87.6967,0,Microscopy,Axillary T >=37.5 C or history of fever in the past 24 hours and P. falciparum trophozoite count >2500 parasites/uL,2500,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.595631113,22559271,
NA,"Dawelgue, Tanghin, Kounda, and Watenga ",Dapelogo,Burkina Faso,938.52,4,5,None,NA,,,,highSeason,4,2007,809_06,Bougouma,2012,No,Yes,12.0528,-1.6036,1,2,2008,1,12 mo,Every 3rd day,3,Yes,82,67,71.3889,0,Microscopy,Axillary T >=37.5 C or history of fever in the past 24 hours and P. falciparum trophozoite count >2500 parasites/uL,2500,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.596522817,22559271,
NA,Sapon?,Dapelogo,Burkina Faso,2544.5,0,1,None,3.6-532.9,,,,highSeason,4,2007,304_02,Ouedraogo,2013,No,Yes,12.053,-1.602,1,12,2007,1,12 mo,Every 3rd day,3,No,131,243,95.5,0,Microscopy,Axillary T >=37.5 or history of fever in last 24h + parasites any density,1,Same,Same,"1, 6",2007,2,0,1,1,198,59,59,0.298,Microscopy,0.298,0.298,23320064,
NA,Sapon?,Dapelogo,Burkina Faso,2702.7,1,2,None,3.6-532.10,,,,highSeason,4,2007,304_03,Ouedraogo,2013,No,Yes,12.053,-1.602,1,12,2007,1,12 mo,Every 3rd day,3,No,103,230,85.1,0,Microscopy,Axillary T >=37.5 or history of fever in last 24h + parasites any density,1,Same,Same,"1, 6",2007,2,1,2,1,194,102,102,0.5258,Microscopy,0.5258,0.5258,23320064,
NA,Sapon?,Dapelogo,Burkina Faso,2804.75,2,3,None,3.6-532.11,,,,highSeason,4,2007,304_04,Ouedraogo,2013,No,Yes,12.053,-1.602,1,12,2007,1,12 mo,Every 3rd day,3,No,113,260,92.7,0,Microscopy,Axillary T >=37.5 or history of fever in last 24h + parasites any density,1,Same,Same,"1, 6",2007,2,2,3,1,215,123,123,0.5721,Microscopy,0.5721,0.5721,23320064,
NA,Sapon?,Dapelogo,Burkina Faso,2205.13,3,4,None,3.6-532.12,,,,highSeason,4,2007,304_05,Ouedraogo,2013,No,Yes,12.053,-1.602,1,12,2007,1,12 mo,Every 3rd day,3,No,115,215,97.5,0,Microscopy,Axillary T >=37.5 or history of fever in last 24h + parasites any density,1,Same,Same,"1, 6",2007,2,3,4,1,223,139,139,0.6233,Microscopy,0.6233,0.6233,23320064,
NA,Sapon?,Dapelogo,Burkina Faso,1476.59,4,5,None,3.6-532.13,,,,highSeason,4,2007,304_06,Ouedraogo,2013,No,Yes,12.053,-1.602,1,12,2007,1,12 mo,Every 3rd day,3,No,93,123,83.3,0,Microscopy,Axillary T >=37.5 or history of fever in last 24h + parasites any density,1,Same,Same,"1, 6",2007,2,4,5,1,177,116,116,0.6554,Microscopy,0.6554,0.6554,23320064,
NA,Kintampo North and South districts,Navrongo,Ghana,4302.5,0,1,None,269,269,269,269,midSeason,4,2004,2702_01,Owusu-Agyei ,2009,No,Yes,8.0507,-1.7166,1,12,2004,1,12 mo,Every 2nd day,2,No,NA,145,33.7014,0,Microscopy,Fever >=37.5 C or reported fever within 48 hours + parasitemia any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.239431519,19785766,
NA,Kintampo North and South districts,Navrongo,Ghana,8546.72,1,2,None,269,269,269,269,midSeason,4,2004,2702_02,Owusu-Agyei ,2009,No,Yes,8.0507,-1.7166,1,12,2004,1,12 mo,Every 2nd day,2,No,NA,310,36.2712,0,Microscopy,Fever >=37.5 C or reported fever within 48 hours + parasitemia any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.375679429,19785766,
NA,Kintampo North and South districts,Navrongo,Ghana,8456.39,2,3,None,269,269,269,269,midSeason,4,2004,2702_03,Owusu-Agyei ,2009,No,Yes,8.0507,-1.7166,1,12,2004,1,12 mo,Every 2nd day,2,No,NA,246,29.0904,0,Microscopy,Fever >=37.5 C or reported fever within 48 hours + parasitemia any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.398028866,19785766,
NA,Kintampo North and South districts,Navrongo,Ghana,7004.2,3,4,None,269,269,269,269,midSeason,4,2004,2702_04,Owusu-Agyei ,2009,No,Yes,8.0507,-1.7166,1,12,2004,1,12 mo,Every 2nd day,2,No,NA,224,31.9808,0,Microscopy,Fever >=37.5 C or reported fever within 48 hours + parasitemia any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.401694957,19785766,
NA,Kintampo North and South districts,Navrongo,Ghana,6339.12,4,5,None,269,269,269,269,midSeason,4,2004,2702_05,Owusu-Agyei ,2009,No,Yes,8.0507,-1.7166,1,12,2004,1,12 mo,Every 2nd day,2,No,NA,133,20.9808,0,Microscopy,Fever >=37.5 C or reported fever within 48 hours + parasitemia any density,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.402296325,19785766,
NA,Barkedji,Dielmo,Senegal,428.57,0,4,None,NA,,,,midSeason,4,1994,4702_02,Molez,2006,No,Yes,15.17,-14.53,11,10,1995,1,12 mo,Every 10 days,10,No,28,12,28,1,Microscopy,"Fever >37.5 C or headaches, hot body shivers, sweats, aches, etc. + positive blood slide",2500,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.088086403,16983823,
NA,Barkedji,Dielmo,Senegal,727.27,5,9,None,NA,,,,midSeason,4,1994,4702_03,Molez,2006,No,Yes,15.17,-14.53,11,10,1995,1,12 mo,Every 10 days,10,No,33,24,33,1,Microscopy,"Fever >37.5 C or headaches, hot body shivers, sweats, aches, etc. + positive blood slide",2500,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.09891616,16983823,
NA,Barkedji,Dielmo,Senegal,375,10,14,None,NA,,,,midSeason,4,1994,4702_04,Molez,2006,No,Yes,15.17,-14.53,11,10,1995,1,12 mo,Every 10 days,10,No,24,9,24,1,Microscopy,"Fever >37.5 C or headaches, hot body shivers, sweats, aches, etc. + positive blood slide",2500,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.09206696,16983823,
NA,Barkedji,Dielmo,Senegal,157.89,15,85,None,NA,,,,midSeason,4,1994,4702_05,Molez,2006,No,Yes,15.17,-14.53,11,10,1995,1,12 mo,Every 10 days,10,No,38,6,38,1,Microscopy,"Fever >37.5 C or headaches, hot body shivers, sweats, aches, etc. + positive blood slide",1000,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.066005501,16983823,
19,Dakar,Dielmo,Senegal,17.86,0,2,None,NA,,,,midSeason,4,1996,7705_02,Diallo,2000,Yes,Yes,14.717,-17.45,3,2,1997,1,12 mo,Weekly,7,No,56,1,56,1,Microscopy,"Fever >38 C or headache, chills, body aches, nausea + positive Pf in thick film",8,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.008818026,11022155,
19,Dakar,Dielmo,Senegal,35.4,2,9,None,NA,,,,midSeason,4,1996,7705_03,Diallo,2000,Yes,Yes,14.717,-17.45,3,2,1997,1,12 mo,Weekly,7,No,339,12,339,1,Microscopy,"Fever >38 C or headache, chills, body aches, nausea + positive Pf in thick film",8,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.011350028,11022155,
19,Dakar,Dielmo,Senegal,29.24,10,14,None,NA,,,,midSeason,4,1996,7705_04,Diallo,2000,Yes,Yes,14.717,-17.45,3,2,1997,1,12 mo,Weekly,7,No,171,5,171,1,Microscopy,"Fever >38 C or headache, chills, body aches, nausea + positive Pf in thick film",8,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.01058518,11022155,
19,Dakar,Dielmo,Senegal,8.47,15,20,None,NA,,,,midSeason,4,1996,7705_05,Diallo,2000,Yes,Yes,14.717,-17.45,3,2,1997,1,12 mo,Weekly,7,No,118,1,118,1,Microscopy,"Fever >38 C or headache, chills, body aches, nausea + positive Pf in thick film",8,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.009183809,11022155,
19,Dakar,Dielmo,Senegal,18.28,21,85,None,NA,,,,midSeason,4,1996,7705_06,Diallo,2000,Yes,Yes,14.717,-17.45,3,2,1997,1,12 mo,Weekly,7,No,383,7,383,1,Microscopy,"Fever >38 C or headache, chills, body aches, nausea + positive Pf in thick film",8,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.007184263,11022155,
19,Dakar,Dielmo,Senegal,29.41,0,1,None,NA,,,,midSeason,4,1996,7705_07,Diallo,2000,Yes,Yes,14.717,-17.45,3,2,1997,1,12 mo,Weekly,7,No,34,1,34,1,Microscopy,"Fever >38 C or headache, chills, body aches, nausea + positive Pf in thick film",8,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.006766689,11022155,
NA,Magamba,,Tanzania,0,0,1,None,0.03,0.03,0.03,0.03,midSeason,4,2001,5940_20,Lusingu,2004,Yes,Yes,-5.25,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,14,0,7,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,0,1,1,NA,NA,NA,0.0885,Microscopy,0.0885,0.0885,15282030,
NA,Magamba,,Tanzania,0,1,2,None,0.03,0.03,0.03,0.03,midSeason,4,2001,5940_21,Lusingu,2004,Yes,Yes,-5.25,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,0,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,1,2,1,NA,NA,NA,0.1055,Microscopy,0.1055,0.1055,15282030,
NA,Magamba,,Tanzania,0,2,3,None,0.03,0.03,0.03,0.03,midSeason,4,2001,5940_22,Lusingu,2004,Yes,Yes,-5.25,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,0,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,2,3,1,NA,NA,NA,0.0366,Microscopy,0.0366,0.0366,15282030,
NA,Magamba,,Tanzania,0,3,4,None,0.03,0.03,0.03,0.03,midSeason,4,2001,5940_23,Lusingu,2004,Yes,Yes,-5.25,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,0,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,3,4,1,NA,NA,NA,0.0259,Microscopy,0.0259,0.0259,15282030,
NA,Magamba,,Tanzania,0,4,5,None,0.03,0.03,0.03,0.03,midSeason,4,2001,5940_24,Lusingu,2004,Yes,Yes,-5.25,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,0,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,4,5,1,NA,NA,NA,0.1153,Microscopy,0.1153,0.1153,15282030,
NA,Magamba,,Tanzania,100.82,5,9,None,0.03,0.03,0.03,0.03,midSeason,4,2001,5940_25,Lusingu,2004,Yes,Yes,-5.25,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,60,3,30,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,5,9,1,NA,NA,NA,0.0858,Microscopy,0.0858,0.0858,15282030,
NA,Magamba,,Tanzania,0,10,14,None,0.03,0.03,0.03,0.03,midSeason,4,2001,5940_26,Lusingu,2004,Yes,Yes,-5.25,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,53,0,26.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,10,14,1,NA,NA,NA,0.1144,Microscopy,0.1144,0.1144,15282030,
NA,Magamba,,Tanzania,0,15,19,None,0.03,0.03,0.03,0.03,midSeason,4,2001,5940_27,Lusingu,2004,Yes,Yes,-5.25,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,45,0,22.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,15,19,1,NA,NA,NA,0.0277,Microscopy,0.0277,0.0277,15282030,
NA,Mgome,,Tanzania,3858.46,0,1,None,91-405,200,200,200,midSeason,4,2001,5940_04,Lusingu,2004,Yes,Yes,-5.2,38.85,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,14,27,7,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,0,1,1,NA,NA,NA,0.6132,Microscopy,0.594948229,0.6132,15282030,
NA,Mgome,,Tanzania,3812.63,1,2,None,91-405,200,200,200,midSeason,4,2001,5940_05,Lusingu,2004,Yes,Yes,-5.2,38.85,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,25,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,1,2,1,NA,NA,NA,0.7959,Microscopy,0.7959,0.7959,15282030,
NA,Mgome,,Tanzania,3143.58,2,3,None,91-405,200,200,200,midSeason,4,2001,5940_06,Lusingu,2004,Yes,Yes,-5.2,38.85,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,20,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,2,3,1,NA,NA,NA,0.8289,Microscopy,0.8289,0.8289,15282030,
NA,Mgome,,Tanzania,632.38,3,4,None,91-405,200,200,200,midSeason,4,2001,5940_07,Lusingu,2004,Yes,Yes,-5.2,38.85,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,4,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,3,4,1,NA,NA,NA,0.9216,Microscopy,0.9216,0.9216,15282030,
NA,Mgome,,Tanzania,1228.11,4,5,None,91-405,200,200,200,midSeason,4,2001,5940_08,Lusingu,2004,Yes,Yes,-5.2,38.85,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,8,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,4,5,1,NA,NA,NA,0.9688,Microscopy,0.9688,0.9688,15282030,
NA,Mgome,,Tanzania,412.42,5,9,None,91-405,200,200,200,midSeason,4,2001,5940_09,Lusingu,2004,Yes,Yes,-5.2,38.85,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,60,12,30,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,5,9,1,NA,NA,NA,0.9135,Microscopy,0.9135,0.9135,15282030,
NA,Mgome,,Tanzania,384.93,10,14,None,91-405,200,200,200,midSeason,4,2001,5940_10,Lusingu,2004,Yes,Yes,-5.2,38.85,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,53,10,26.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,10,14,1,NA,NA,NA,0.7299,Microscopy,0.7299,0.7299,15282030,
NA,Mgome,,Tanzania,311.61,15,19,None,91-405,200,200,200,midSeason,4,2001,5940_11,Lusingu,2004,Yes,Yes,-5.2,38.85,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,45,7,22.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,15,19,1,NA,NA,NA,0.5588,Microscopy,0.5588,0.5588,15282030,
NA,Ubiri,Namawala,Tanzania,0,0,1,None,1.8-34,20,20,20,midSeason,4,2001,5940_12,Lusingu,2004,Yes,Yes,-5.2,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,14,0,7,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,0,1,1,NA,NA,NA,0.0873,Microscopy,0.0873,0.0873,15282030,
NA,Ubiri,Namawala,Tanzania,219.96,1,2,None,1.8-34,20,20,20,midSeason,4,2001,5940_13,Lusingu,2004,Yes,Yes,-5.2,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,1,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,1,2,1,NA,NA,NA,0.2942,Microscopy,0.2942,0.2942,15282030,
NA,Ubiri,Namawala,Tanzania,714.87,2,3,None,1.8-34,20,20,20,midSeason,4,2001,5940_14,Lusingu,2004,Yes,Yes,-5.2,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,5,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,2,3,1,NA,NA,NA,0.4042,Microscopy,0.4042,0.4042,15282030,
NA,Ubiri,Namawala,Tanzania,192.46,3,4,None,1.8-34,20,20,20,midSeason,4,2001,5940_15,Lusingu,2004,Yes,Yes,-5.2,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,1,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,3,4,1,NA,NA,NA,0.2302,Microscopy,0.2302,0.2302,15282030,
NA,Ubiri,Namawala,Tanzania,568.23,4,5,None,1.8-34,20,20,20,midSeason,4,2001,5940_16,Lusingu,2004,Yes,Yes,-5.2,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,13,4,6.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,4,5,1,NA,NA,NA,0.2089,Microscopy,0.2089,0.2089,15282030,
NA,Ubiri,Namawala,Tanzania,119.15,5,9,None,1.8-34,20,20,20,midSeason,4,2001,5940_17,Lusingu,2004,Yes,Yes,-5.2,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,59,4,29.5,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,5,9,1,NA,NA,NA,0.2399,Microscopy,0.2399,0.2399,15282030,
NA,Ubiri,Namawala,Tanzania,0,10,14,None,1.8-34,20,20,20,midSeason,4,2001,5940_18,Lusingu,2004,Yes,Yes,-5.2,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,52,0,26,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,10,14,1,NA,NA,NA,0.2385,Microscopy,0.2385,0.2385,15282030,
NA,Ubiri,Namawala,Tanzania,109.98,15,19,None,1.8-34,20,20,20,midSeason,4,2001,5940_19,Lusingu,2004,Yes,Yes,-5.2,38.4833,4,9,2001,0.5,6-11 mo,Monthly,30,Yes,44,2,22,1,Microscopy,All fevers accompanied by a positive slide,1,Same,Same,"4, 7, 9",2001,3,15,19,1,NA,NA,NA,0.3745,Microscopy,0.3745,0.3745,15282030,
NA,Farafenni (41 villages),Sukuta,The Gambia,208.82,0,6,None,NA,,,,midSeason,4,1982,11043_01,Greenwood,1987,No,Yes,13.5644,-15.6041,4,3,1983,1,12 mo,Monthly,30,No,608,127,608.1667,0,Microscopy,Axillary T >37.5 C + any parasitemia,1,Same,Same,"3, 11",1982,2,0,6,1,1106,283,283,0.2559,Microscopy,0.2559,0.2559,3318021,
NA,Farafenni (41 villages),Sukuta,The Gambia,184.97,0,1,None,NA,,,,midSeason,4,1982,11043_02,Greenwood,1987,No,Yes,13.5644,-15.6041,4,3,1983,1,12 mo,Monthly,30,No,NA,16,86.5,0,Microscopy,Axillary T >37.5 C + any parasitemia,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.062328426,3318021,
NA,Farafenni (41 villages),Sukuta,The Gambia,225.26,1,2,None,NA,,,,midSeason,4,1982,11043_03,Greenwood,1987,No,Yes,13.5644,-15.6041,4,3,1983,1,12 mo,Monthly,30,No,NA,22,97.6667,0,Microscopy,Axillary T >37.5 C + any parasitemia,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.097796262,3318021,
NA,Farafenni (41 villages),Sukuta,The Gambia,197.98,2,3,None,NA,,,,midSeason,4,1982,11043_04,Greenwood,1987,No,Yes,13.5644,-15.6041,4,3,1983,1,12 mo,Monthly,30,No,NA,18,90.9167,0,Microscopy,Axillary T >37.5 C + any parasitemia,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.103614232,3318021,
NA,Farafenni (41 villages),Sukuta,The Gambia,261.1,3,4,None,NA,,,,midSeason,4,1982,11043_05,Greenwood,1987,No,Yes,13.5644,-15.6041,4,3,1983,1,12 mo,Monthly,30,No,NA,25,95.75,0,Microscopy,Axillary T >37.5 C + any parasitemia,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.104568583,3318021,
NA,Farafenni (41 villages),Sukuta,The Gambia,229.3,4,5,None,NA,,,,midSeason,4,1982,11043_06,Greenwood,1987,No,Yes,13.5644,-15.6041,4,3,1983,1,12 mo,Monthly,30,No,NA,18,78.5,0,Microscopy,Axillary T >37.5 C + any parasitemia,1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,0.10472513,3318021,
